"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","parents_str"
"query_1",TRUE,0.0209960130216124,243,43,14,0.325581395348837,0.0576131687242798,"GO:0009888","GO:BP","tissue development",2772,3748,"IMP,IMP,IMP ISO,IMP,IDA,IMP IGI ISO,IMP,IMP,IDA IMP IGI,IMP,ISS ISO,IGI,IMP IGI,IMP IGI ISO","ENSMUSG00000008575,ENSMUSG00000028565,ENSMUSG00000028991,ENSMUSG00000038301,ENSMUSG00000030084,ENSMUSG00000030067,ENSMUSG00000036356,ENSMUSG00000001911,ENSMUSG00000021994,ENSMUSG00000008859,ENSMUSG00000037646,ENSMUSG00000023991,ENSMUSG00000024241,ENSMUSG00000013663","GO:0048856"
"query_1",TRUE,0.0219811152413771,578,43,22,0.511627906976744,0.0380622837370242,"GO:0007399","GO:BP","nervous system development",2772,2898,"IBA,IMP ISS,IMP,ISO,IMP ISO,IMP,IDA IMP IGI ISO,IMP ISO,ISO TAS,IMP,IMP IGI IBA,IMP IEP,IDA IMP,IDA IMP IGI ISO IBA TAS,IBA,IMP,IMP IGI,ISS ISO IBA,IMP ISS ISO,IMP,IMP,IMP IGI ISO","ENSMUSG00000042807,ENSMUSG00000026425,ENSMUSG00000019699,ENSMUSG00000036792,ENSMUSG00000008575,ENSMUSG00000028565,ENSMUSG00000036940,ENSMUSG00000028991,ENSMUSG00000029168,ENSMUSG00000029673,ENSMUSG00000030084,ENSMUSG00000030067,ENSMUSG00000001911,ENSMUSG00000021994,ENSMUSG00000032479,ENSMUSG00000008859,ENSMUSG00000021665,ENSMUSG00000022263,ENSMUSG00000037646,ENSMUSG00000024241,ENSMUSG00000024639,ENSMUSG00000013663","GO:0048731"
"query_1",TRUE,0.0341761334557651,4,43,3,0.0697674418604651,0.75,"GO:0021781","GO:BP","glial cell fate commitment",2772,6359,"IMP,IMP,IMP","ENSMUSG00000008575,ENSMUSG00000028565,ENSMUSG00000001911","GO:0010001,GO:0045165"
"query_1",TRUE,0.0341761334557651,4,43,3,0.0697674418604651,0.75,"GO:0061140","GO:BP","lung secretory cell differentiation",2772,15247,"IMP,IGI,IGI","ENSMUSG00000008575,ENSMUSG00000030067,ENSMUSG00000023991","GO:0060487"
"query_1",TRUE,0.0341761334557651,4,43,3,0.0697674418604651,0.75,"GO:0048665","GO:BP","neuron fate specification",2772,12923,"IMP,IMP,IMP","ENSMUSG00000008575,ENSMUSG00000028565,ENSMUSG00000001911","GO:0001708,GO:0048663"
"query_1",TRUE,0.0380366379817351,11,43,4,0.0930232558139535,0.363636363636364,"GO:0002067","GO:BP","glandular epithelial cell differentiation",2772,658,"IMP,IGI,IMP,IGI","ENSMUSG00000008575,ENSMUSG00000030067,ENSMUSG00000021994,ENSMUSG00000023991","GO:0002065"
"query_1",TRUE,0.0493114704767261,421,43,18,0.418604651162791,0.0427553444180523,"GO:0048513","GO:BP","animal organ development",2772,12798,"IMP,IMP,ISO,IMP ISO,IMP,IMP,IMP ISO,IMP,IDA IGI,IMP IGI ISS ISO,IMP,IDA IMP,IDA IMP IGI ISO TAS,ISS ISO,IMP IGI,IMP IGI,IMP,IMP IGI ISO","ENSMUSG00000026425,ENSMUSG00000019699,ENSMUSG00000032826,ENSMUSG00000008575,ENSMUSG00000028565,ENSMUSG00000036940,ENSMUSG00000028991,ENSMUSG00000038301,ENSMUSG00000030084,ENSMUSG00000030067,ENSMUSG00000036356,ENSMUSG00000001911,ENSMUSG00000021994,ENSMUSG00000037646,ENSMUSG00000023991,ENSMUSG00000024241,ENSMUSG00000024639,ENSMUSG00000013663","GO:0048856"
"query_1",TRUE,0.027817979610211,51,43,6,0.13953488372093,0.117647058823529,"GO:0003682","GO:MF","chromatin binding",2772,326,"ISS ISO IBA,IDA,IDA ISS ISO IBA,ISO,IDA,IDA IMP","ENSMUSG00000036792,ENSMUSG00000028565,ENSMUSG00000036940,ENSMUSG00000029673,ENSMUSG00000030067,ENSMUSG00000001911","GO:0005488"
"query_1",TRUE,0.000194480281228406,74,43,9,0.209302325581395,0.121621621621622,"KEGG:05200","KEGG","Pathways in cancer",2772,453,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000057614,ENSMUSG00000020135,ENSMUSG00000021994,ENSMUSG00000008859,ENSMUSG00000024241,ENSMUSG00000024639,ENSMUSG00000013663","KEGG:00000"
"query_1",TRUE,0.000235207888063957,25,43,6,0.13953488372093,0.24,"KEGG:05224","KEGG","Breast cancer",2772,475,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000020135,ENSMUSG00000021994,ENSMUSG00000024241,ENSMUSG00000013663","KEGG:00000"
"query_1",TRUE,0.00111005410670696,32,43,6,0.13953488372093,0.1875,"KEGG:04150","KEGG","mTOR signaling pathway",2772,284,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000021994,ENSMUSG00000021368,ENSMUSG00000024241,ENSMUSG00000013663","KEGG:00000"
"query_1",TRUE,0.00160983511007268,34,43,6,0.13953488372093,0.176470588235294,"KEGG:05205","KEGG","Proteoglycans in cancer",2772,457,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000032826,ENSMUSG00000028991,ENSMUSG00000021994,ENSMUSG00000032470,ENSMUSG00000024241","KEGG:00000"
"query_1",TRUE,0.00368610605105687,39,43,6,0.13953488372093,0.153846153846154,"KEGG:05225","KEGG","Hepatocellular carcinoma",2772,476,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000020135,ENSMUSG00000021994,ENSMUSG00000024241,ENSMUSG00000013663","KEGG:00000"
"query_1",TRUE,0.00496394855464161,41,43,6,0.13953488372093,0.146341463414634,"KEGG:04072","KEGG","Phospholipase D signaling pathway",2772,261,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000026825,ENSMUSG00000028991,ENSMUSG00000032470,ENSMUSG00000008859,ENSMUSG00000024241","KEGG:00000"
"query_1",TRUE,0.00572472960677518,42,43,6,0.13953488372093,0.142857142857143,"KEGG:05165","KEGG","Human papillomavirus infection",2772,446,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000020135,ENSMUSG00000021994,ENSMUSG00000024241,ENSMUSG00000013663","KEGG:00000"
"query_1",TRUE,0.00622047954180632,26,43,5,0.116279069767442,0.192307692307692,"KEGG:05210","KEGG","Colorectal cancer",2772,461,"KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000020135,ENSMUSG00000008859,ENSMUSG00000024241","KEGG:00000"
"query_1",TRUE,0.00754691624901347,27,43,5,0.116279069767442,0.185185185185185,"KEGG:05226","KEGG","Gastric cancer",2772,477,"KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000020135,ENSMUSG00000021994,ENSMUSG00000024241","KEGG:00000"
"query_1",TRUE,0.010849165684207,29,43,5,0.116279069767442,0.172413793103448,"KEGG:04915","KEGG","Estrogen signaling pathway",2772,372,"KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000039809,ENSMUSG00000057614,ENSMUSG00000024241,ENSMUSG00000024639","KEGG:00000"
"query_1",TRUE,0.0128701283603712,30,43,5,0.116279069767442,0.166666666666667,"KEGG:04935","KEGG","Growth hormone synthesis, secretion and action",2772,392,"KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000057614,ENSMUSG00000024241,ENSMUSG00000024639","KEGG:00000"
"query_1",TRUE,0.0135778839853328,16,43,4,0.0930232558139535,0.25,"KEGG:05215","KEGG","Prostate cancer",2772,466,"KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000024241,ENSMUSG00000013663","KEGG:00000"
"query_1",TRUE,0.0177733286684183,32,43,5,0.116279069767442,0.15625,"KEGG:05206","KEGG","MicroRNAs in cancer",2772,458,"KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000028991,ENSMUSG00000030067,ENSMUSG00000020135,ENSMUSG00000024241,ENSMUSG00000013663","KEGG:00000"
"query_1",TRUE,0.0279518879463095,19,43,4,0.0930232558139535,0.210526315789474,"KEGG:05213","KEGG","Endometrial cancer",2772,464,"KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000020135,ENSMUSG00000024241,ENSMUSG00000013663","KEGG:00000"
"query_1",TRUE,0.034547132911984,20,43,4,0.0930232558139535,0.2,"KEGG:04934","KEGG","Cushing syndrome",2772,391,"KEGG,KEGG,KEGG,KEGG","ENSMUSG00000057614,ENSMUSG00000020135,ENSMUSG00000021994,ENSMUSG00000024639","KEGG:00000"
"query_1",TRUE,0.0413480527162304,38,43,5,0.116279069767442,0.131578947368421,"KEGG:04371","KEGG","Apelin signaling pathway",2772,308,"KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000019699,ENSMUSG00000028991,ENSMUSG00000057614,ENSMUSG00000032470,ENSMUSG00000024639","KEGG:00000"
