"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","parents_str"
"query_1",TRUE,0.0237798816298269,39,39,6,0.153846153846154,0.153846153846154,"GO:0035108","GO:BP","limb morphogenesis",2742,8812,"IMP,IMP,IMP,IMP,IMP IGI ISO,IMP IGI ISO","ENSMUSG00000048402,ENSMUSG00000028565,ENSMUSG00000030323,ENSMUSG00000031565,ENSMUSG00000021318,ENSMUSG00000021466","GO:0035107,GO:0060173"
"query_1",TRUE,0.0247082786427829,59,39,7,0.179487179487179,0.11864406779661,"GO:0001822","GO:BP","kidney development",2742,479,"IGI,IMP,IGI,IGI,IMP IGI,IMP,IMP IGI IEP ISO","ENSMUSG00000048402,ENSMUSG00000001761,ENSMUSG00000031565,ENSMUSG00000021318,ENSMUSG00000021466,ENSMUSG00000011179,ENSMUSG00000024620","GO:0048513,GO:0072001"
"query_1",TRUE,0.0322067809250606,209,39,12,0.307692307692308,0.0574162679425837,"GO:0035295","GO:BP","tube development",2742,8953,"IDA IMP IGI,IMP,IMP,ISO,IMP,IMP IGI,IMP IGI TAS,IMP,IMP IGI,IDA IMP ISO,IDA ISO,IMP IGI ISO","ENSMUSG00000048402,ENSMUSG00000028413,ENSMUSG00000028565,ENSMUSG00000060261,ENSMUSG00000001761,ENSMUSG00000030323,ENSMUSG00000031565,ENSMUSG00000039952,ENSMUSG00000021318,ENSMUSG00000021466,ENSMUSG00000021756,ENSMUSG00000024620","GO:0007275,GO:0048856"
"query_1",TRUE,0.0370570809881992,42,39,6,0.153846153846154,0.142857142857143,"GO:0022612","GO:BP","gland morphogenesis",2742,6619,"IMP,ISO,IDA IMP,IMP,IGI,IMP","ENSMUSG00000048402,ENSMUSG00000001761,ENSMUSG00000031565,ENSMUSG00000039952,ENSMUSG00000021318,ENSMUSG00000021466","GO:0009887,GO:0048732"
"query_1",TRUE,0.0427182487048925,64,39,7,0.179487179487179,0.109375,"GO:0008544","GO:BP","epidermis development",2742,3192,"ISO,IMP,ISO,IMP,IMP,IMP,IMP IGI","ENSMUSG00000048402,ENSMUSG00000028576,ENSMUSG00000019055,ENSMUSG00000001761,ENSMUSG00000029687,ENSMUSG00000031565,ENSMUSG00000021466","GO:0009888"
"query_1",TRUE,0.0458699119319031,117,39,9,0.230769230769231,0.0769230769230769,"GO:0007507","GO:BP","heart development",2742,2993,"IGI,IMP,IMP IGI,IMP,IGI ISO TAS,IMP,IGI,IMP,IMP IGI TAS","ENSMUSG00000048402,ENSMUSG00000028576,ENSMUSG00000001761,ENSMUSG00000030323,ENSMUSG00000031565,ENSMUSG00000039952,ENSMUSG00000021318,ENSMUSG00000021466,ENSMUSG00000024620","GO:0048513,GO:0072359"
"query_1",TRUE,0.0482677113086974,5,39,3,0.0769230769230769,0.6,"GO:0021522","GO:BP","spinal cord motor neuron differentiation",2742,6106,"IMP IGI,IGI,IGI","ENSMUSG00000048402,ENSMUSG00000021318,ENSMUSG00000021466","GO:0021515,GO:0021517,GO:0021953"
"query_1",TRUE,0.0482677113086974,5,39,3,0.0769230769230769,0.6,"GO:0071679","GO:BP","commissural neuron axon guidance",2742,16852,"ISO IBA,IMP,ISO","ENSMUSG00000001761,ENSMUSG00000039952,ENSMUSG00000021466","GO:0007411"
"query_1",TRUE,0.0486600364023657,90,39,8,0.205128205128205,0.0888888888888889,"GO:0048732","GO:BP","gland development",2742,12989,"IMP IGI,IMP ISO,IGI,IDA IMP,IMP,IMP IGI,IMP,IGI","ENSMUSG00000048402,ENSMUSG00000001761,ENSMUSG00000029687,ENSMUSG00000031565,ENSMUSG00000039952,ENSMUSG00000021318,ENSMUSG00000021466,ENSMUSG00000024620","GO:0048513"
"query_1",TRUE,0.00223567731221824,13,39,4,0.102564102564103,0.307692307692308,"KEGG:04340","KEGG","Hedgehog signaling pathway",2742,302,"KEGG,KEGG,KEGG,KEGG","ENSMUSG00000048402,ENSMUSG00000001761,ENSMUSG00000021318,ENSMUSG00000021466","KEGG:00000"
"query_1",TRUE,0.0041813715737403,15,39,4,0.102564102564103,0.266666666666667,"KEGG:05217","KEGG","Basal cell carcinoma",2742,468,"KEGG,KEGG,KEGG,KEGG","ENSMUSG00000048402,ENSMUSG00000001761,ENSMUSG00000021318,ENSMUSG00000021466","KEGG:00000"
"query_1",TRUE,0.00635938927784193,278,39,13,0.333333333333333,0.0467625899280576,"KEGG:01100","KEGG","Metabolic pathways",2742,181,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000004880,ENSMUSG00000036646,ENSMUSG00000039254,ENSMUSG00000028413,ENSMUSG00000019055,ENSMUSG00000025745,ENSMUSG00000025534,ENSMUSG00000029687,ENSMUSG00000033429,ENSMUSG00000042082,ENSMUSG00000015536,ENSMUSG00000011179,ENSMUSG00000024507","KEGG:00000"
"query_1",TRUE,0.0161662695880421,116,39,8,0.205128205128205,0.0689655172413793,"KEGG:05200","KEGG","Pathways in cancer",2742,453,"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000048402,ENSMUSG00000054252,ENSMUSG00000001761,ENSMUSG00000031565,ENSMUSG00000021318,ENSMUSG00000021466,ENSMUSG00000021756,ENSMUSG00000024620","KEGG:00000"
"query_1",TRUE,0.0397795409215799,11,39,3,0.0769230769230769,0.272727272727273,"KEGG:05230","KEGG","Central carbon metabolism in cancer",2742,478,"KEGG,KEGG,KEGG","ENSMUSG00000054252,ENSMUSG00000031565,ENSMUSG00000024620","KEGG:00000"
